280608_5.0017;TROS
060405_2.0193;MiÍtkie Kolonia
060505_5.0004;KISZKI
060307_2.0009;LEåNIOWICE-KOLONIA
060405_2.0198;Modryniec
060601_1.0001;Krasnystaw Miasto
060307_2.0021;WIERZBICA
060307_2.0004;JAN”WKA
060405_2.0206;£askÛw
060405_2.0210;Ma≥kÛw Kolonia
060405_2.0220;Mo≥oøÛw
060507_2.0005;OS”WEK
060406_2.0126;Majdan Wielki
060306_2.0009;KOCZ”W
060306_2.0012;NATALIN
060406_2.0133;Bogucice
060406_2.0135;ZadÍbce
060406_2.0136;Nieledew
060501_2.0002;BATORZ DRUGI
060314_2.0023;ØMUDè KOLONIA
140504_4.0019;19
060306_2.0013;P£AWANICE
060314_2.0014;ROZTOKA
060312_2.0008;OCHOØA
060312_2.0019;W”LKA TARNOWSKA
060310_2.0007;CZU£CZYCE-KOLONIA
060309_2.0003;GDOLA
060309_2.0021;ØALIN
060312_2.0020;WYGODA
060312_2.0001;BAKUS-WANDA
060309_2.0019;RUDKA-KOLONIA
060309_2.0018;RUDKA
060309_2.0006;HNISZ”W-KOLONIA
060310_2.0024;TOMASZ”WKA
060310_2.0018;RADZAN”W
060312_2.0021;CHYLIN WIELKI
060312_2.0014;TARN”W
060808_2.0032;GAW£”WKA-MICHA£.£•KI
060701_1.0013;PODLESIE
060701_1.0010;BOJAN”WKA
060505_4.0002;JAN”W LUBELSKI CZ å∆ RUDY
060809_2.0013;TAR£O
060812_2.0002;CZERNIEJ”W
060902_2.0011;K£ODNICA G”RNA
060810_5.0001;B”JKI
060709_2.0010;WILKO£AZ DRUGI
060709_2.0008;WILKO£AZ DOLNY
060709_2.0005;PU£ANKOWICE
060807_2.0021;WOLA LISOWSKA
060704_2.0001;ALEKSANDR”W
060807_2.0009;MAJDAN KOZ£OWIECKI
060807_2.0007;£UCKA KOLONIA
060704_2.0010;LIåNIK DUØY
060807_2.0018;TRZCINIEC
060812_2.0006;WOLA SERNICKA KOL.
060812_2.0001;BRZOST”WKA
060704_2.0011;LIåNIK DUØY KOLONIA
060808_2.0016;MEJZNERZYN
060808_2.0022;RUDZIENKO
060808_2.0011;KRUPY LIPNIAK
060808_2.0033;PGR-SAMOKL SKI-LIPNIAK
060808_2.0006;GIØYCE
060808_2.0029;M£YNISKA
060609_2.0005;Majdan Borowski I
060609_2.0007;Majdan £uczycki
060801_1.0005;NADRZECZNA
060808_2.0035;LAS WSI WYPNICHA
060609_2.0014;Rudnik
060803_2.0020;ZAGRODY £UKOWIECKIE
060707_2.0001;AGAT”WKA
060806_5.0014;TALCZYN
060806_5.0007;G”RKA KOCKA
060903_5.0016;OLSZOWIEC-KOLONIA
060811_2.0008;8-LUSZAWA
060811_2.0012;12-OSTR”WEK WIEå
060811_2.0001;1-ANTONI”WKA
060813_2.0012;JEDLANKA STARA PGR
060903_5.0013;LEåNICZ”WKA
060905_2.0015;WILCZOPOLE
060702_5.0015;Opoczka
060903_5.0023;STARA WIEå DRUGA
060903_5.0002;BYCHAWKA DRUGA
060702_5.0011;JaniszÛw
060904_2.0004;GUTAN”W
060702_5.0014;Natalin
060710_2.0008;MAJDAN GRABINA
060905_2.0018;NOWINY
060702_5.0006;GrabÛwka
060710_2.0011;RUDNIK II
060903_5.0004;BYCHAWKA TRZECIA
060602_2.0001;Bielecha
060903_5.0033;ZARASZ”W
060602_2.0009;Siedliska II
060802_2.0007;MICHA£”WKA
060804_2.0011;11-WOLA BLIZOCKA
060804_2.0005;5-PRZYTOCZNO
060903_5.0015;OLSZOWIEC
060916_2.0013;TARNAWKA II
060906_2.0014;SKRZYNICE-KOLONIA
060906_2.0012;SKRZYNICE PIERWSZE
060910_2.0001;BORKOWIZNA
060910_2.0022;ZA£UCZE
060910_2.0010;NIEDRZWICA DUØA
061001_2.0011;Kopina
061001_2.0014;Ma≥kÛw
061001_2.0021;StefanÛw
061003_4.0001;Miasto £Íczna
060913_2.0016;SZCZUCZKI
060913_2.0003;G”RA CHMIELNIK
060907_2.0018;P£OUSZOWICE
060913_2.0004;HALIN”WKA KOLONIA
061105_2.0021;RZYMY-RZYMKI
061105_2.0001;ALEKSANDR”W
061105_2.0025;STRZYØEW
060913_2.0018;WOJCIECH”W
061003_5.0014;ZakrzÛw
061106_2.0008;J”ZEF”W DUØY
060907_2.0024;SNOPK”W
060913_2.0012;PALIKIJE I
060913_2.0014;SPORNIAK PALIKIJSKI
060915_2.0011;BISKUPIE KOLONIA
061005_2.0003;Brzeziny
061005_2.0008;Nadrybie Wieú
061105_2.0010;JADWISIN
061105_2.0017;£AZY
060907_2.0010;MOSZNA
060907_2.0011;KOL MOSZNA
060915_2.0007;GIE£CZEW II
060915_2.0004;DRAGANY
060915_2.0006;GIE£CZEW I
061005_2.0011;Stara Wieú
061005_2.0013;Turowola
061105_2.0004;D•BIE
061105_2.0003;CZERåL
061106_2.0005;CZARNA
061106_2.0015;SEROKOMLA
060915_2.0019;S£UPECZNO
060915_2.0017;RADOMIRKA
061006_2.0002;JanuszÛwka
060915_2.0001;ANTONI”WKA
060905_2.0002;ABRAMOWICE PRYWATNE
060908_2.0014;RADAWIEC DUØY
060915_2.0014;MACIEJ”W NOWY
061104_2.0010;KASYLD”W
060916_2.0006;MAJDAN STAROWIEJSKI
061104_2.0019;RADORYØ SMOLANY
061104_2.0022;STARY PATOK
060910_2.0011;NIEDRZWICA KOåCIELNA
060916_2.0002;BARAKI
060911_2.0018;NASUT”W
060911_2.0020;P”LKO
060911_2.0005;DYS
060912_2.0008;KIE£CZEWICE DOLNE
060909_2.0017;OLSZANKA
060912_2.0010;KIE£CZEWICE G”RNE
061110_2.0010;OSZCZEPALIN PIERWSZY
061304_5.0019;ZANI”WKA
061304_5.0018;WOLA PRZEW£OCKA
060909_2.0022;SOBIESKA WOLA II
060912_2.0016;PAW£”WEK
061203_2.0018;18-ZAGAJDZIE
061205_5.0040;40-WRZELOWIEC
060912_2.0020;ØABIA WOLA
061306_2.0006;JEZIORO
060911_2.0013;LUDWIN”W
060911_2.0028;ZALESIE
061103_2.0009;LIPINY
061205_5.0012;12-G”RY OPOLSKIE
061205_5.0038;38-WOLA RUDZKA
061306_2.0008;£UBKA
061306_2.0011;NADZIEJA
061205_5.0022;22-LEONIN
061304_5.0017;WIERZB”WKA
060909_2.0004;KOSARZEW DOLNY
061107_2.0016;NIEDèWIADKA
061205_5.0024;24-MAJDAN TRZEBIESKI
060911_2.0010;KRASIENIN
061107_2.0027;W”LKA ZASTAWSKA
061206_4.0004;04-LEåNICZ”WKA
061110_2.0004;HELEN”W
061305_2.0001;ANTOPOL
061205_4.0004;04-OPOLE LUBELSKIE OBR.4
061301_2.0016;ST PK”W
061108_2.0015;£OSINIEC
061305_2.0013;NOWE MOSTY
061111_2.0006;GERMANICHA
061111_2.0010;KSAWERYN”W
061206_5.0016;16-SZCZUCZKI - KOLONIA
061111_2.0002;B£AØK”W
061111_2.0017;åWIDER
061307_2.0019;WALERIAN”W
061108_2.0022;STARA PRAWDA
061108_2.0003;BORKI
061302_2.0010;£UBNO
061204_2.0001;01-BRACIEJOWICE
061204_2.0019;19-ZAKRZ”W
061204_2.0003;03-GRABOWIEC
061903_2.0004;HA—SK-KOLONIA
061505_2.0011;WALINNA
061402_2.0005;HUTA
061604_5.0028;STARY BAZAN”W
061605_2.0011;PIOTROWICE
061402_2.0008;KOZIO£
061605_2.0005;KLETNIA
061605_2.0013;STARA ROKITNIA
062001_2.0005;Czarnowoda
061404_4.0003;M ∆MIERZ OKALE
061404_4.0004;D•BR”WKA
061506_2.0016;STASIN”W
061903_2.0011;RUDKA £OWIECKA
061602_2.0029;ZARYTE
061602_2.0014;NOWE ZADYBIE
061703_4.0001;Miasto Piaski ObrÍb 1
061602_2.0010;K£OCZEW
061602_2.0005;G”ZD
061602_2.0017;RYBAKI
061807_2.0002;Grodys≥awice-Kolonia
061807_2.0008;Siemierz
061807_2.0010;Werechanie
062001_2.0003;Bondyrz
061501_1.0006;LOTNISKO
061603_2.0008;NIEDèWIEDè
061808_2.0015;Rybnica
061808_2.0018;Susiec
061307_2.0013;SOSNOWICA
061505_2.0008;PRZEGALINY DUØE II
061902_2.0009;KUZAWKA
061604_5.0010;KRASNOGLINY
061504_2.0011;OLSZEWNICA
061406_2.0001;BAR£OGI
061504_2.0006;K•KOLEWNICA P”£NOCNA
061804_2.0005;Huta DzierπøyÒska
061408_4.0004;BOCHOTNICA
061804_2.0015;èwiartÛw
061409_2.0028;SMOGORZ”W
061409_2.0001;BOROWA
061504_2.0020;ØAKOWOLA STARA
061508_2.0012;SUCHOWOLA
061508_2.0004;BOJAN”WKA
061508_2.0014;WOHY—
061811_2.0022;Ruda Øelazna
061504_2.0001;BRZOZOWICA DUØA
061811_2.0004;GÛrno
061905_2.0007;KOZUBATA
061606_2.0013;KOLONIA MI£OSZE
061905_2.0022;ZABRODZIE
061606_2.0010;U£ Ø
061811_2.0010;Majdan GÛrny
061409_2.0010;KAJETAN”W
061606_2.0007;PODLOD”WKA
061811_2.0014;Pasieki
061410_2.0013;STANIS£AWKA
061704_2.0006;Pilaszkowice I
061403_2.0003;JANOWIEC
061410_2.0008;£OPATKI KOLONIA
061704_2.0008;Stryjno I
061802_2.0001;Be≥øec
061410_2.0009;£OPATKI
061410_2.0014;W•WOLNICA
061410_2.0004;HUTA
061802_2.0003;Szalenik-Kolonia
061405_2.0005;M£YNKI
061405_2.0004;LAS STOCKI
061405_2.0008;NOWY POØ”G
061405_2.0001;CHRZ•CH”WEK
061411_2.0005;KOTLINY
061504_2.0014;SOKULE
062013_4.0005;Szczebrzeszyn
066301_1.0001;1-Abramowice
062005_2.0002;BrÛdek
061906_2.0007;R”ØANKA
066301_1.0007;7-Czwartek
066301_1.0017;17-Krochmalna
066301_1.0016;16-Koúminek
061907_2.0015;WOLA UHRUSKA
061908_2.0013;ZAHAJKI-KOLONIA
066301_1.0030;30-Rury Wizytkowskie
066301_1.0032;32-S≥awinek Wieú
066301_1.0058;58-Las Dπbrowa I
062006_2.0018;åwidniki
062006_2.0022;Miπczyn PGR
062007_2.0002;Gruszka Duøa
062001_2.0016;Szewnia GÛrna
062002_2.0007;Grabowiec
062007_2.0008;NawÛz
062002_2.0010;Ho≥uøne
062007_2.0017;UjazdÛw
066301_1.0047;47-ZygmuntÛw
066201_1.0016;16
062003_2.0024;Wolica åniatycka
080102_2.0004;Bogdaniec
080103_2.0017;Dziers≥awice
062010_2.0007;KalinÛwka
066201_1.0009;9
080102_2.0012;Jeniniec
062010_2.0026;ZabytÛw
080105_2.0014;Lubiszyn
062011_2.0001;Borowina Starozamojska
062011_2.0006;Nowa Wieú
066201_1.0018;18
062013_5.0002;Brody Duøe
062013_5.0003;Brody Ma≥e
062013_5.0010;Kolonia Niedzieliska
080103_2.0002;Ulim
062013_5.0015;Wielπcza Poduchowna
066201_1.0004;4
080103_2.0003;£agodzin
080201_1.0009;9
062003_2.0001;AntoniÛwka Komarowska
062003_2.0003;Huta Komarowska
062003_2.0009;KomarÛw Osada
062003_2.0010;KomarÛw Wieú
066201_1.0022;22
062003_2.0017;Sosnowa DÍbowa
062003_2.0019;åniatycze
066201_1.0030;30
080107_5.0013;Bia≥czyk
080207_2.0014;Skarbona
080107_5.0014;Pyrzany
080204_2.0015;Szczawno
080204_2.0009;LubiatÛw
080204_2.0007;GronÛw
080106_2.0006;GÛrki
080106_2.0007;Santok
080202_2.0006;Czeklin
080202_2.0015;We≥mice
080206_5.0017;Strumienno
080206_5.0006;Czetowice
080303_2.0012;PRZYTOCZNA
080202_2.0016;ØarkÛw
080206_5.0004;Chyøe
080206_5.0007;Gostchorze
080206_5.0014;Radnica-Szklarka
080204_2.0005;Dπbki
080101_1.0006;Stare Miasto
080207_2.0005;KorczycÛw
080206_4.0001;1
080301_2.0010;NOWA WIEå
080205_2.0007;Czarnowice
080205_2.0044;ØenichÛw
080405_2.0001;BUCZK”W
080405_2.0013;RUDNO
080205_2.0025;£omy
080406_4.0001;1
080304_2.0008;POLICKO
080404_5.0013;RADWAN”W
080304_2.0006;PSZCZEW
080203_2.0007;Struga
080205_2.0040;WÍgliny
080306_5.0014;CHOCISZEWO
080501_5.0006;Mielesznica
080402_5.0003;BYCZ
080803_2.0011;Radoszyn
080605_2.0003;RZEKCIN
080703_2.0027;ChartÛw
080404_4.0003;3
080505_5.0003;Nowy Lubusz
080401_1.0002;2
080505_5.0004;LisÛw
080802_2.0005;£agÛw
080803_2.0013;WÍgrzynice
080605_2.0004;G”RKI NOTECKIE
080803_2.0004;MiÍdzylesie
080501_5.0004;Krzesin
080701_2.0004;Dzierøπzna
080801_2.0001;Boryszyn
080603_2.0001;ROKITNO
080701_2.0013;MaszkÛw
080805_5.0011;LubogÛra
080704_5.0045;Rychlik
080704_5.0043;MiechÛw
080602_5.0017;TRZEBICZ-M£YN
080705_5.0071;PrzÍúlice
080705_5.0059;DÍbrznica
080705_5.0066;Kownaty
080602_5.0012;TRZEBICZ
080701_2.0016;Przemys≥aw
080705_5.0064;GrabÛw
080601_5.0012;CHOM TOWO
081106_5.0006;D≥uøek
081004_5.0004;Jankowa ØagaÒska
081106_5.0020;ZiÍbikowo
081106_5.0009;Ka≥ek
081106_5.0008;GÛrzyn
081106_5.0003;Chocicz
081106_5.0016;Stara Woda
080908_2.0005;Ostrzyce
081007_5.0018;WitkÛw
081007_5.0013;Nowa Kopernia
081007_5.0009;HenrykÛw
081103_2.0006;Ja≥owice
081106_5.0013;Ma≥owice
081007_5.0004;Buczek
081003_2.0003;Jab≥onÛw
081007_5.0012;Leszno GÛrne
081105_2.0003;Cisowa
081008_2.0001;LUBART”W
081105_2.0002;Brzostowa
080903_4.0001;CzerwieÒsk
081105_2.0006;Lipinki £uøyckie
081105_2.0009;SieciejÛw
081107_2.0013;Sobolice
081107_2.0012;Sanice
081107_2.0008;Mielno
081102_1.0002;2
081107_2.0005;Jamno
080906_5.0013;KrÍøo≥y
080906_5.0018;Ob≥otne
080905_5.0011;Krzywa
080907_2.0002;DrzonÛw
080907_2.0008;Radomia
081104_5.0012;Roztoki
081104_5.0005;GuzÛw
080907_2.0009;S≥one
081108_2.0024;Siemiradz
081108_2.0011;Ka≥ki
081108_2.0021;Przewoüniki
081108_2.0018;Niwica
081006_2.0002;Goúcieszowice
081006_2.0007;Przec≥aw
080902_2.0002;Bojad≥a
081202_4.0001;Szlichtyngowa
100108_5.0038;ZAG£”WKI
100108_5.0010;GRABOST”W-KOL.
100108_5.0025;PAW£OWA
100202_2.0033;SZEWCE NADOLNE
081109_2.0010;Matuszowice
100108_5.0009;GRABOST”W-BOMINY
100108_5.0028;KOL.PRZECZNIA
100108_5.0004;CHAJCZYNY
086201_1.0011;11
081202_5.0006;NOWE DRZEWCE
100103_2.0001;BRZEZIE
086201_1.0033;33
086201_1.0030;30
081202_5.0005;KOWALEWO
086101_1.0015;Santocko
086101_1.0006;S≥oneczne
100103_2.0031;ZABI££”W-JAN”WEK
100104_2.0009;KAMIE—
086201_1.0035;35
081110_2.0011;£az
086201_1.0034;34
086201_1.0040;40
100103_2.0030;WOLA ROØNIATOWSKA
100103_2.0036;PODSTO£A
081110_2.0009;Lubomyúl
086201_1.0026;26
100103_2.0006;KOLONIA DRUØBICE
100202_2.0012;GOS£AWICE
100202_2.0016;JAROSZ”WKA
100204_5.0020;WOLA NOWSKA
100202_2.0017;J”ZEF”W
100107_2.0016;MARCEL”W
100204_5.0016;SZUBSK TOWARZYSTWO
100107_2.0010;JAN”WKA
100107_2.0018;OSINY
100104_2.0006;FOLWARK
100104_2.0017;STAWEK
100206_2.0005;GNOJNO
100206_2.0008;GO£ BIEW
100205_2.0007;KRZYØAN”W
100205_2.0008;KRZYØAN”WEK
100206_2.0015;LESZNO
100205_2.0028;SOK”£
100205_2.0012;KUCHARY
100207_2.0010;MARIAN”W
100205_2.0029;STEFAN”W
100207_2.0014;åWIECINY
100206_2.0026;STANIS£AW”W
100205_2.0002;JULIAN”W
100305_2.0005;ELODIA
100305_2.0007;JESIONNA
100209_2.0021;SZCZYT
100304_2.0038;ZAWADY
100304_2.0034;WINCENT”W
100304_2.0032;WIELKA WIEå A
100304_2.0030;åWIERCZ”W
100304_2.0036;WOLA KLESZCZOWA
100207_2.0016;WOLA CHRUåCI—SKA
100209_2.0002;GOL DZKIE
100304_2.0023;RESTARZEW CMENTARNY
100209_2.0004;GROTOWICE
100302_4.0021;DWUDZIESTY PIERWSZY
100302_4.0011;JEDENASTY
100210_2.0020;PRZYZ”RZ
100210_2.0025;S”JKI
100301_2.0005;CZESTK”W A
100208_2.0002;GROCH”W
100301_2.0011;J”ZEFAT”W
100208_2.0003;GRODNO
100210_2.0015;MUCHNICE NOWE
100302_5.0010;KRZUCZ
100302_5.0007;GORCZYN
100402_2.0003;G•SIOR”W
100302_5.0005;KOLONIA BILEW
100404_2.0047;POLAMY
100404_2.0068;ØACZKI
100303_2.0023;SOBIEPANY
100402_2.0006;JACK”W
100303_2.0006;GRABICA
100302_4.0020;DWUDZIESTY
100402_2.0021;P.G.R. KORYTA
100302_5.0025;WOLA BA£UCKA
100303_2.0017;PRUSZK”W
100303_2.0027;ØAGLINY
100402_2.0034;ØELAZNA STARA
100302_5.0015;ORCH”W
100402_2.0033;ØELAZNA NOWA
100405_2.0022;LUBIE—
100405_2.0033;TOPOLA KR”LEWSKA
100405_2.0005;BRONNO
100404_2.0007;BORUCICE
100405_2.0004;BOR”W
100405_2.0001;B£ONIE
100404_2.0036;NAG”RKI GRABOWSKIE
100405_2.0039;WILCZKOWICE G”RNE
100404_2.0042;PIASKI
100404_2.0054;S£AW CIN
100408_2.0011;KUCHARY
100505_2.0007;KIERNOZIA
100505_2.0018;TERESEW
100408_2.0009;J”ZINKI
100505_2.0016;SOKO£”W KOLONIA
100407_2.0006;GRODZISKO
100407_2.0025;W£ADYS£AW”W
100501_1.0003;GÛrki
100501_1.0006;£owicka Wieú
100407_2.0029;ZIMNE RYDZYNA
100407_2.0004;CHWALBORZYCE
100408_2.0007;GOZDK”W
100504_2.0009;STRONIEWICE
100407_2.0009;KAZN”WEK
100510_2.0018;WIERZNOWICE
100510_2.0007;JACKOWICE
100608_2.0010;MOSKWA
100502_2.0022;PSARY
100502_2.0027;SOBOTA
100608_2.0015;WI•CZY— DOLNY
100608_2.0008;LIPINY
100608_2.0011;NATOLIN
100502_2.0042;STARE PIASKI
100510_2.0004;BOGORIA G”RNA
100510_2.0017;URZECZE
100607_5.0016;REDZE— NOWY
100502_2.0037;WOLA GOS£AWSKA
100703_2.0025;STRZELCE
100507_2.0009;MYSTKOWICE
100507_2.0004;GUèNIA
100509_2.0011;KAROLEW
100705_2.0025;W”JCIN
100507_2.0027;åWIERYØ
100610_5.0009;KALINO
100507_2.0018;SZCZUD£”W
100507_2.0010;NIEDèWIADA
100704_5.0026;SOBAWINY
100507_2.0008;MA£SZYCE
100507_2.0017;STRZELCEW
100704_5.0029;STUØNO KOLONIA
100701_2.0011;W•GLANY
100508_2.0016;TRZCIANKA
100506_2.0018;WEJSCE
100610_5.0005;GRODZISKO
100508_2.0006;KUCZK”W
100508_2.0012;SELIG”W
100508_2.0011;POLESIE
100703_2.0018;POTOK A
100702_5.0006;IDZIKOWICE
100902_2.0010;GUMNISKO
100708_2.0041;SKUMROS
100702_5.0016;ØARDKI
100902_2.0002;BERESIE MA£E
100804_2.0014;WINCENT”W
100704_4.0005;5
100704_4.0012;12
100704_4.0003;3
100704_4.0004;4
100804_2.0003;CHECH£O DRUGIE
100804_2.0002;CHECH£O PIERWSZE
100708_2.0009;D£UØNIEWICE
100704_4.0021;21
100901_5.0002;DZIA£OSZYN
100901_5.0013;ZALESIAKI
100902_2.0020;OSINA DUØA I MA£A
100901_5.0010;SADOWIEC
100803_2.0016;REDOCINY
100902_2.0015;KULE
100708_2.0034;STRASZOWA WOLA
100705_2.0023;SYLWERYN”W
100611_5.0019;ZOFI”WKA
100611_5.0018;WOLA KAZUBOWA
100902_2.0021;OTOK
100611_5.0012;SZCZUKWIN
100611_5.0010;MODLICA
100611_5.0014;TUSZYNEK MAJORACKI
100902_2.0013;KIE£CZYG£”WEK
100705_2.0006;DOROBNA WOLA
100801_1.0013;K-13
100801_1.0022;K-22
100904_5.0020;TUSZYN
100802_1.0004;P-4
100802_1.0024;P-24
100905_2.0001;AUGUST”W
100802_1.0014;P-14
100707_2.0004;CELESTYN”W
100901_4.0002;obrÍb 2
100904_4.0023;M.PAJ CZNO
100801_1.0002;K-2
100707_2.0016;LUDWIN”W
100707_2.0001;ANTONIN”W
101005_2.0003;B CZKOWICE
101005_2.0006;DOBRENICE
101008_2.0002;BIA£A R”ØA
100907_2.0006;MARZ CICE
101005_2.0016;£ KI SZLACHECKIE
101008_2.0009;JAN”WKA
101008_2.0001;BAGNO
100908_2.0005;DπbrÛwka
100908_2.0003;Chorzenice
101008_2.0018;MILEJOWIEC
101001_2.0026;SIUCICE
101001_2.0025;SIECZKA
101006_2.0026;R KORAJ DOBRA
101006_2.0011;JAROSTY
101001_2.0008;D BOWA G”RA KOLONIA
101001_2.0014;KAMOCKA WOLA
101001_2.0007;D BOWA G”RA
101002_2.0005;DALK”W
101002_2.0001;BISKUPIA WOLA
101004_2.0027;OSTR”W
101003_2.0009;GORZKOWICZKI
100903_2.0010;TRZEBCA
101003_2.0020;SOBAK”WEK
101003_2.0025;WOLA KOTKOWSKA
101003_2.0005;CIESZANOWICE
101004_2.0014;KOBY£KI
100907_2.0010;WIEWIEC
101011_5.0033;ØARNOWICA
101011_4.0010;10
101011_5.0008;DOBRA GOLESZE
101101_2.0002;BRUDN”W
101009_5.0025;KOL. ZALESICE
101101_2.0004;DALIK”W
101009_5.0007;K£UDZICE
101010_2.0042;Wygoda
101010_2.0031;Piaski
101011_4.0007;7
101011_4.0001;1
101011_5.0001;ADAM”W
101011_5.0027;PSARY
101011_5.0031;åWI•TNIKI
101011_5.0006;BRUDAKI
101103_5.0013;G”RA BA£DRZYCHOWSKA
101103_5.0008;DOMINIKOWICE
101103_5.0017;KA£”W
101104_5.0013;LEKASZYN
101105_2.0007;DZIERØAWY
101102_2.0004;BRZEG
101102_2.0019;SIEDL•TK”W
101103_5.0009;DZIERZ•ZNA
101104_5.0022;SPYCIMIERZ
101102_2.0017;PRZYWIDZ
101102_2.0001;BORKI DRUØBI—SKIE
101104_5.0015;ORZESZK”W
101105_2.0022;PE£CZYSKA
101103_5.0020;KOBYLNIKI
101104_5.0011;KOZANKI WIELKIE
101101_2.0010;GAJ”WKA
101103_5.0045;TARNOWA
101212_2.0006;KIETLIN
101212_2.0001;BOBRY
101212_2.0004;GRZEBIE—
101213_2.0011;NIEDOåPIELIN
101213_2.0005;KOLONIA MYåLIWCZ”W
101204_2.0003;GOMUNICE
101204_2.0005;KLETNIA
101204_2.0009;PIASZCZYCE
101210_2.0014;MAS£OWICE
101210_2.0013;£•CZKOWICE
101213_2.0015;SOKOLA G”RA
101105_2.0009;GRABISZEW
101609_2.0020;ZABOR”W
101105_2.0015;MR”WNA
101211_5.0003;CHA£UPY
101206_2.0005;CAD”W
101211_5.0023;WYMYS£”W
101206_2.0017;UJAZD”WEK
101211_5.0025;ZUZOWY
101105_2.0020;PAR•DZICE
101106_2.0014;K£ONISZEW
101214_2.0002;BORZYKOWA
101214_2.0010;JACK”W
101214_2.0012;KOZIE POLE
101214_2.0019;PIERZAKI
101302_5.0014;FRANOPOL
101106_2.0015;KRASZYN
101301_1.0005;OBR B 5
101106_2.0009;DZIERZ•ZNA SZLACHECKA
101305_2.0020;RYLSK
101304_2.0024;NIWNA
101401_1.0020;OBR B 20
101304_2.0049;GAJ
101304_2.0001;BOGUS£AWKI DUØE
101306_2.0028;TR BACZEW
101302_5.0023;KOPRZYWNA
101304_2.0023;MATYLD”W
101304_2.0047;ØYDOMICE
101306_2.0001;BRONIEW
101304_2.0030;PUKININ
101306_2.0003;CELIN”W
101401_1.0025;OBR B 25
101306_2.0020;PILAWY
101306_2.0037;TUROBOWICE KOLONIA
101305_2.0018;PODSKARBICE SZLACHECKIE
101305_2.0019;REGN”W
101404_2.0015;NOWA WIEå
101402_5.0028;LUBAN”W
101403_2.0011;KOSATKA
101404_2.0016;KOLONIA NOWA WIEå
101403_2.0015;STARCE
101403_2.0021;ZWIERZYNIEC
101401_1.0030;OBR B 30
101402_5.0051;ZAWADY
101405_2.0014;MARIAN”W I KAMILEW
101405_2.0020;PRAØM”W
101402_4.0001;OBR B 1
101405_2.0008;GRAB”WKA
101402_5.0042;STOK NOWY
101404_2.0019;PODCABAJE
101402_5.0021;KAMIENNA
101402_5.0040;SKALMIERZ
101403_2.0022;ØURAW
101404_2.0017;ROZPAR.MAJ•T.NOWA WIEå
101409_5.0019;KAMIONACZ
101407_2.0001;GRZYB
101406_2.0001;CHLEWO
101408_2.0021;£OSIENIEC
101408_2.0009;D•BROWA WIELKA
101406_2.0006;JAN”WEK
101408_2.0037;WOJCIECH”W
101409_5.0046;WIT”W
101409_5.0055;ZIEL CIN
101409_5.0041;SOCHA
101406_2.0012;LIPICZE
101409_5.0015;GRZYBKI
101409_5.0036;RACZK”W
101409_5.0021;KLON”WEK
101409_5.0048;WOLA MI£KOWSKA
101409_4.0002;OBR B 2
101409_5.0049;WOLA ZAD. STARA WIEå
101405_2.0011;KOPANINA
101405_2.0004;BURZENIN
101409_5.0054;ZASPY MI£KOWSKIE
101409_5.0034;PIOTROWICE
101410_2.0030;TWORKOWIZNA LIT. A
101503_2.0003;KAW CZYN
101504_2.0010;JERUZAL
101504_2.0012;LISNA
101410_2.0032;KOLONIA W•G£CZEW
101410_2.0025;S£OMK”W MOKRY
101506_2.0002;JACOCH”W
101506_2.0010;åWI TE NOWAKI
101506_2.0008;S£OMK”W
101506_2.0011;WOLA MAKOWSKA
101410_2.0012;KOBIERZYCKO
101411_5.0026;PIECZYSKA WILKO£EK
101506_2.0004;MAK”W
101411_4.0012;OBR B 12
101411_5.0008;CZARNA SERWITUTY
101411_4.0001;OBR B 1
101411_5.0024;MIKLESZ
101409_5.0020;KAW CZYNEK
101411_5.0002;BORZECKIE
101411_5.0035;ZAPOWIEDNIK
101411_5.0029;STOLEC
101411_4.0006;OBR B 6
101504_2.0008;JAKUB”W
101410_2.0013;KOåCIERZYN
101508_2.0006;J”ZEFAT”W
101508_2.0016;RZYMIEC
101507_2.0008;HELENK”W
101507_2.0034;ZGLINNA MA£A
101602_2.0016;TEODOR”W
101602_2.0007;KALIN”W
101601_1.0010;10
101602_2.0012;ROSOCHA
101507_2.0011;KAZIMIERZ”W
101508_2.0019;SIERAKOWICE PRAWE
101508_2.0025;ØELAZNA
101601_1.0021;21
101611_2.0014;GUTKOWICE NOWINY
101611_2.0018;JULIAN”W
101608_2.0004;BRZEZINY
101608_2.0016;ROSZKOWA WOLA
101701_2.0007;JANOWIEC
101607_2.0017;ROKICINY
101608_2.0020;STANIS£AW”W
101604_2.0020;PODKO—SKA WOLA
101610_2.0004;CIOSNY I J”ZEF”W
101611_2.0036;åWINIOKIERZ DWORSKI
101604_2.0013;LECH”W
101610_2.0016;SKRZYNKI
101604_2.0016;PAULIN”W
101611_2.0024;£OCH”WEK
101610_2.0001;BIELINA
101611_2.0002;BUKOWIEC
101705_2.0014;KOLONIA RADUCKA
101709_4.0006;OBR B 6
101710_2.0002;BRONIK”W
101706_2.0020;PISKORNIK
101709_4.0012;OBR B 12
101702_2.0004;GROMADZICE
101703_2.0013;OS. M£YNARSKA STROBINEK
101801_2.0009;WIEWI”RKA
101704_2.0008;MOTYL ØELAZNA
101706_2.0016;NIETUSZYNA
101803_2.0011;OSIEK
101704_2.0007;MOKRSKO
101706_2.0009;KOLONIA RACZY—SKIE
101709_4.0005;OBR B 5
